weight diet
28.0	1
24.8	1
27.9	1
24.7	1
28.7	1
34.8	1
30.9	1
24.7	2
30.7	2
30.5	2
22.0	2
26.7	2
28.6	2
28.8	2
22.6	2
34.8	2
30.5	3
24.8	3
30.9	3
22.5	3
37.6	3
28.6	3
28.7	3
28.8	3
33.6	3
24.0	3
30.4	4
28.9	4
27.8	4
30.7	4
32.7	4
30.8	4
30.5	4
34.5	4
32.8	4
31.7	4
28.6	4
38.8	4
28.5	5
20.8	5
22.9	5
17.8	5
23.6	5
18.9	5
24.7	5
16.3	5
25.4	5
20.9	5
25.1	5
